,Path,Canonical,Transcript,Area
3881,train/dr8/fbcg1/sx82,g uh d s er v ah s sh uh d b iy r ih w ao r d ih d b ay b ih g t ih p s,g uh s er v ih sh ih b iy r iy w ao r dh ih b ay b ih t ih s,6
3882,train/dr8/fbcg1/sx262,k ae n dh ah ey jh ih n s iy ow v er th r ow ey l iy ah n f ao r s ih z,k ae n dh iy ey jh ih n s iy ow v er th r ow ey l iy ih n f ao r s ih z,6
3883,train/dr8/fbcg1/sx442,s ah b er b ih n hh aw s w ay v z ao f ah n s ah f er f r ah m dh ah g ae b hh ae b ih t,s ih b er v ih n hh aw s w ay z ao f ih n s ah f er f r ah m dh ih g ae hh ae b ih,6
3884,train/dr8/fbcg1/sx172,dh ah t r ay ah m f ah n t w ao r iy er ih g z ih b ah t ih d n aa iy v hh eh r ow ih z m,dh ah t r ae ah m f ih n w ao r iy er ih z ih v ih dh ih n ay iy v hh ih r ow ih z m,6
3885,train/dr8/fbcg1/sx352,ah k ao r d ih ng t uw m ay ih n t er p r ah t ey sh ih n ah v dh ah p r aa b l ah m t uw l ay n z m ah s t b iy p er p ih n d ih k y uh l er,ih k ao r dh iy n t ah m ay ih n t er v er t ey sh n ah dh ah p r aa b l ah m t uw l ay n z m ah s b iy p er p ih n d ih k y ih l er,6
3886,train/dr8/fbcg1/si982,t eh t n ih s k uh d b iy ah v oy d ih d b ay p ao r ih ng w ao r m t er p ah n t ay n ow v er ah w uw n d,t eh n ih s k ih b iy ah v oy dh ih b ay p ao r ih ng w ao r m t er p ih n t ay n ow v er ah w uw n d,6
3887,train/dr8/fbcg1/si1612,dh ey v n eh v er m eh t y uw n ow,dh ey v n eh v er m eh y ih n ow,6
3888,train/dr8/fbcg1/si2242,t w eh n t iy t uw ao r t w eh n t iy th r iy,t w eh n t iy t uw ao r t w eh n t iy th r iy,6
3889,train/dr6/fbch0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,s iy hh ae jh er d aa r k s uw ih ng g r iy s iy w ao sh w ao dh er ao l y iy er,6
3890,train/dr6/fbch0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow ae s k m iy t ih k ih r iy ih n oy l iy r ae g l ay dh ae t,6
3891,train/dr6/fbch0/sx56,ae k ih d eh m ih k ae p t ih t uw d g ae r ah n t iy z y uh r d ah p l ow m ah,ae k ih d ae m ih k ae t ah t uw d g eh er ih n t iy z y er d ih p l ow m ah,6
3892,train/dr6/fbch0/sx236,k l ih r p r ah n ah n s iy ey sh ih n ih z ah p r iy sh iy ey t ih d,k l ih r p r ah n ah n s ih ey sh ih n eh z ih p r ih sh ih ey dh ih,6
3893,train/dr6/fbch0/sx416,ah hh y uw jh p aw er aw t ih jh r ae r l iy ah k er z,ey hh y uw jh p aw er aw dh ih jh r eh l iy ih k er s,6
3894,train/dr6/fbch0/sx146,s ih k l ih k l p r ow g r ae m z w ih l n eh v er k ah m p ay l,s ih k l ah k ow p r ow er m z w l n eh v er k ah m p ay l,6
3895,train/dr6/fbch0/sx326,s t iy v k ah l eh k t s r ae r ae n d n aa v l k oy n z,s t iy v k ah l eh k s r eh er eh n aa v l k oy n s,6
3896,train/dr6/fbch0/si956,t er b y uh l ah n t t ay d z r ow z ae z m ah ch ae z f ih f t iy f iy t,t er b y ih l eh n t ay d z r ow z ah z m ah ch ih z f ih f t iy f iy t,6
3897,train/dr6/fbch0/si1586,y uh r v oy s ih z d ah l ay t f l hh iy ah p r uw v d w ih dh ah w ao r m s m ay l,y er v oy s ih z d ah l ay f l hh iy ih p r uw v d w ih dh ah w ao r m s m ay l,6
3898,train/dr6/fbch0/si959,s ah m t ay m z s ow l jh er z r ow t l eh t er z hh w ay l b uh l ih t s w er hh w ih z ih ng ah b aw t dh ae r hh eh d z,s ah m t ay m z s ow jh er z r ow l ae dh er z w aa l b uh l ih s w er w ih z ih n ah b aw dh eh r hh eh d z,6
3899,test/dr3/mbdg0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae jh er d aa r k s uw ih n g r iy z iy w aa sh w aa dh er ao l y ih er,6
3900,test/dr3/mbdg0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m ih dh ih k eh r iy ih n oy l iy r ae g l ay k dh ae,6
3901,test/dr3/mbdg0/sx383,dh ah k aa r p ah t ao l iy n er z sh ae m p uw d aw r ao r iy eh n t l r ah g,dh ih k aa r p ih k l iy n er sh ae m p uw dh aa r ao r iy eh n l r ah,6
3902,test/dr3/mbdg0/sx113,ah m ah s k y uh l er ae b d ah m ah n ih z g uh d f ao r y uh r b ae k,ah m ah s k ih l er ae d ih m ih n ih z g uh d f er y er b ae k,6
3903,test/dr3/mbdg0/sx293,p l iy z t ey k dh ih s d er t iy t ey b l k l ao th t uw dh ah ao l iy n er z f ao r m iy,p l iy z t ey k dh ih s d er dh iy t ey b l k l ao th t ah dh ih k l iy n er zh f er m iy,6
3904,test/dr3/mbdg0/sx23,dh ow z m y uw z ih sh ih n z hh aa r m ah n ay z m aa r v l ah s l iy,dh ow z m uw z ih sh ih n z hh aa r m ah n ay z m aa r v ah l ah s l iy,6
3905,test/dr3/mbdg0/sx203,dh ah k ao z w ey eh n d ih d ah b r ah p t l iy ae t dh ah sh ao r,dh ih k ao z w ey eh n d ih dh ih b r ah p l iy ih dh ih sh ao r,6
3906,test/dr3/mbdg0/si833,l eh s p er s ih n l s ey l z m ah n sh ih p,l eh s p er s ah n l s ey l z m ih n sh ih,6
3907,test/dr3/mbdg0/si1463,w iy k ae n hh aw eh v er m ae k s ih m ay z ih t s eh k s p eh k t ih d v ae l y uw,w iy k ae n hh aw eh v er m ae k s ih m ay z ih s ih k s p eh t ih v ae l y uw,6
3908,test/dr3/mbdg0/si2093,hh iy dh eh n ao f er d hh ih z ow n eh s t ih m ih t ah v dh ah w eh dh er hh w ih ch w ah z ah n ih n th uw z iy ae s t ih k,hh iy dh eh n ao f er hh ih z ow n eh s t ih m ih dh ah dh ah w eh dh er w ih ch w ih z ah n ih n th uw z iy ae s t ih,6
3909,train/dr3/mbef0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy eh y er d aa r s uw dh ih ng g r iy s iy w ao sh w ao dh er ao l y ih er,6
3910,train/dr3/mbef0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy dh ih k eh r iy n oy l iy r ae g l ay dh ae,6
3911,train/dr3/mbef0/sx201,ah p r ow ch y uh r ih n t er v y uw w ih dh s t ae ch uw eh s k k ah m p ow zh er,hh ah p r ow ch er ih n er v y uw w ih s t ae ch uw eh s k m p ow zh er,6
3912,train/dr3/mbef0/sx381,w iy w eh l k ah m m eh n iy n uw s t uw d n t s iy ch y ih r,w uw w ah l k m eh n iy n uw s t uw n t s iy ch y ih er,6
3913,train/dr3/mbef0/sx111,hh ih z s ah d n d ah p aa r ch er sh aa k t dh ah k ae s t,hh ih s ah n d iy p aa r ch er sh aa dh ih k ae s t,6
3914,train/dr3/mbef0/sx291,dh ah ae v ah l ae n ch t r ih g er d ah m ay n er er th k w ey k,dh iy ae v ah l ae n ch t r ih er dh ah m ay n er er th k w ey k,6
3915,train/dr3/mbef0/sx21,ae l f ae l f ah ih z hh eh l th iy f ao r y uw,aa l f ae l f ah ih z hh eh l th iy f ao y ih,6
3916,train/dr3/mbef0/si651,f aa r m ao r f r iy k w ah n t l iy ow v er iy t ih ng ih z ah r ih z ah l t ah v ah s ay k ah l aa jh ih k l k ah m p ah l sh ih n,f aa r m ao r f r iy k w ah n l iy ow v er iy dh iy ng ih z er iy z ah l ah v ah s ay k ah l aa zh ih k l k m p l sh n,6
3917,train/dr3/mbef0/si1281,dh ah s ey m sh eh l t er k uh d b iy b ih l t ih n t uw ae n ih m b ae ng k m ah n t ao r b ah l ow g r aw n d l eh v l,dh ah s ey m sh eh l dh er k uh b iy b ih l ih n t uw ih n ih m b ey ng m ah n ao b ah l ow g r aw n l eh v l,6
3918,train/dr3/mbef0/si1911,t eh n y ih r z ah g ow dh ey b l uw ah p s ah m ah v aw r d ih ch ih z,t eh n y ih r z ih g ow dh ey b l uw ah p s ah m ah v aa r d ih ch ih s,6
3919,train/dr5/mbgt0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae jh er d aa r k s uw t ih ng g r iy s iy w ao sh w ah dh er ao l y ih er,6
3920,train/dr5/mbgt0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy dh ih k ih r iy ih n oy l iy r ae l ay dh ae,6
3921,train/dr5/mbgt0/sx261,d uw y uw hh ae v dh ah y eh l ow oy n t m ah n t r eh d iy,d uw y uw hh ae v dh ih y eh l ow oy n m ih n r eh dh iy,6
3922,train/dr5/mbgt0/sx441,d ow n t l uh k f ao r g r uw p v ae l y uh b l z ih n ah b ae ng k v ao l t,d ow n l uh k f er g r uw v ae y ih b l s ih n ih b ae ng v ao l,6
3923,train/dr5/mbgt0/sx171,dh ah d ay ih g n ow s ih s w ah z d ih s k er ih jh ih ng hh aw eh v er hh iy w ah z n aa t ow v er l iy w er iy d,dh ah d ay n ow s ih s w ah z d ah s k er ih jh ih ng hh aw eh v er hh iy w ah z n aa ow v er l iy w er iy,6
3924,train/dr5/mbgt0/sx351,dh ah n uw s ah b er b ih n ay t s w er k t hh aa r d ao n r ih f er b ih sh ih ng dh ae r ow l d er hh ow m,dh ih n uw s er b er er n ay s w er t hh aa r ao n r iy f er r ih sh ih ng dh eh r ow l dh er hh ow m,6
3925,train/dr5/mbgt0/sx81,ih t s ih m p aa s ih b l t uw d iy l w ih dh b y er aa k r ih s iy,ih s ih m p aa s b l t ah d iy l w ah dh b y er aa k er s iy,6
3926,train/dr5/mbgt0/si711,n uw k l iy er r aa k ih t s k ae n d ih s t r oy ae r f iy l d z w ih dh iy z,n uw k l iy er r aa k ih s k ih n d ih s t r oy eh r f iy l z w ih dh iy s,6
3927,train/dr5/mbgt0/si1341,m aa r k s m ah n sh ih p ih g z ae m p l,m aa r k s m ih n sh ih p ih g z ae m p l,6
3928,train/dr5/mbgt0/si1841,sh iy f aw n d hh er s eh l f ey b l t uw s ih ng eh n iy r ow l ae n d eh n iy s ao ng hh w ih ch s t r ah k hh er f ae n s iy,sh ah f aw n hh er s eh l f ey l t ah s ih ng ih n iy r ow l eh n ih n iy s ao ng w ih ch t r ah k er f ae n s iy,6
3929,test/dr2/mbjk0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae jh er d aa r k s uw t ih n g r iy s iy w ao sh w ao dh er ao l y ih er,6
3930,test/dr2/mbjk0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy t ih k eh r iy ih n ah oy l iy r ae g l ay k dh ae t,6
3931,test/dr2/mbjk0/sx95,ih g w aa n ih z ae n d ae l ah g ey t er z aa r t r aa p ih k l r eh p t l z,iy g w aa n ah z ih n ae l ah g ey dh er z er t r aa p k l r eh t ay l s,6
3932,test/dr2/mbjk0/sx275,s t iy v w ao r ah b r ay t r eh d k ae zh m ih r s w eh t er,s t iy v w ao r ah b r ay t r eh d k ae zh m er s w eh dh er,6
3933,test/dr2/mbjk0/sx5,sh iy ih z th ih n er dh ae n ay ae m,sh iy ih z th ih n er dh eh n ay ae m,6
3934,test/dr2/mbjk0/sx185,d ih d y uw b ay eh n iy k ao r d er oy ow v er ao l z,d ih jh uw b ay ih n iy k ao r dh er oy ow v er ao l z,6
3935,test/dr2/mbjk0/sx365,dh ah g ah n m ih n k eh p t hh ih z v ih k t ah m k ao r n er d ae t g ah n p oy n t f ao r th r iy aw r z,dh ah g ah n m eh n k eh t ih z v ih t ih m k ao r n er dh eh g ah n p oy n f er th r iy aw er s,6
3936,test/dr2/mbjk0/si545,b ah t hh aw l ih t l l ah v w iy g ih v hh ih m,b ah hh aw l ih dh l l ah v w iy g ih v hh ih m,6
3937,test/dr2/mbjk0/si1175,d ah v er s ih t iy ah v p er s eh p sh ih n y eh s d ah v er s ih t iy ah v f ae k t y eh s,d ih v er s ih dh iy ah p er s eh sh ih n y eh s d ah v er s iy ah v f ae t y eh s,6
3938,test/dr2/mbjk0/si2128,s ah m ah v dh eh m ih g n ao r d dh ah t eh k s t ae n d hh ae d ah p ae r ah n t l iy m eh m er ay z d dh ah w er d z l ao ng ah g ow,s ah m ah v dh eh m ih n ao r dh ah t eh k s t eh n hh ae dh ah p eh er n l iy m eh m er ay z dh ah w er d s l ao ng ah g ow,6
3939,train/dr5/fbjl0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae jh er d aa r k s uw t ih ng g r iy s iy w aa sh w ao dh er ao l y ih er,6
3940,train/dr5/fbjl0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy t ah k eh r iy ih n oy l iy r ae l ay dh ae,6
3941,train/dr5/fbjl0/sx22,hh w eh n ao l eh l s f ey l z y uw z f ao r s,w eh n ao l eh l s f ey l z y uw z f ao r s,6
3942,train/dr5/fbjl0/sx202,hh aw m ah ch ah l aw ah n s d uw y uw g eh t,hh aa m uh ch ah l aw ih n s t uw y uw g eh,6
3943,train/dr5/fbjl0/sx382,jh ao r jh ih z p ae r ah n oy d ah b aw t ah f y uw ch er g ae s sh ao r t ih jh,jh ao r jh ih z p eh er n oy d ah b aw dh ah f uw ch er g ae sh ao r dh ih jh,6
3944,train/dr5/fbjl0/sx112,t ah g b ow t s aa r k ey p ah b l ah v hh ao l ih ng hh y uw jh l ow d z,t ah b ow t s er k ey ah b l ah v hh ao l iy ng hh y uw jh l ow d z,6
3945,train/dr5/fbjl0/sx292,dh iy z ih k s k l uw s ih v d aa k y uw m ah n t s m ah s t b iy l aa k t ah p ae t ao l t ay m z,dh iy z ih k s k l uw s ih v d aa k ih m eh n s m ah s b iy l aa d ah eh dh ao l t ay m z,6
3946,train/dr5/fbjl0/si922,ih n t r ah d ih sh ih n ae n d ih n p ow ah t r iy dh ah m ae r ih jh b eh d ih z ah p l ey s ah v y uw n ih t iy ae n d hh aa r m ah n iy,ih n t er d ih sh ih n eh n ih m p ow ih t r iy dh ih m eh r ih jh b eh ih z ah p l ey s ih v y uw n ih t iy ih n hh aa r m ah n iy,6
3947,train/dr5/fbjl0/si1552,aw t s ay d ow n l iy ah hh ae n d f uh l ah v r ih p ao r t er z r ih m ey n d,aw s ay d ah ow n l iy ih hh ae n f l ah v er p ao r dh er z r ih m ey n d,6
3948,train/dr5/fbjl0/si2182,n ae ch er ah l iy k er l iy hh ae r r ah n z ih n m ay f ae m l iy,n ae ch er l iy k er l iy hh eh er r ah n z ih n m ay f aa m l iy,6
3949,train/dr2/mbjv0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae d y er d aa r k s uw ng g r iy s iy w aa sh w aa dh er ao l y ih er,6
3950,train/dr2/mbjv0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy dh ih k eh r n oy l ih r ey g l ay dh ae,6
3951,train/dr2/mbjv0/sx167,ih m p l oy iy l ey ao f s k ow ih n s ay d ih d w ih dh dh ah k ah m p ah n iy z r iy ao r g ih n ay z ey sh ih n,p l oy iy l ey ao s k ao ah n s ay dh ih d w ih th ih k ah m p n iy z r iy ao r ih n ay z ey sh n,6
3952,train/dr2/mbjv0/sx347,dh ah p ey sh ih n t ae n d dh ah s er jh ih n aa r b ow th r ih k uw p er ey t ih ng f r ah m dh ah l eh ng th iy aa p er ey sh ih n,dh ah p ey sh ih n t eh n dh ih s er zh ih n aa r b ow th r ih k uw p er ey dh ih ng f ah m dh ah l eh ng th iy aa p er ey sh ih n,6
3953,train/dr2/mbjv0/sx77,b ae g p ay p s ae n d b aa ng g ow z aa r m uw z ih k l ih n s t r ah m ah n t s,b ey p ay p s ih n b aa ng ow z aa r m y uw z ih k l ih n s ah m ah n s,6
3954,train/dr2/mbjv0/sx257,w iy aa r ow p ah n eh v r iy m ah n d ey iy v n ih ng,w iy er ow p ih n eh v r iy m ah n d ey iy v n iy n,6
3955,train/dr2/mbjv0/sx437,dh ey y uw z d ae n ah g r eh s ih v p ah l iy s m ae n t uw f l ae g th ao t l ih s m ow t er ih s t s,dh ey y uw z ih n ih g r eh s ah v p l iy s m ae n t ah f l ey g th ao l ah s m ow dh er ih s,6
3956,train/dr2/mbjv0/si617,dh ah s t ao r iy l ay n ih n s ao r t ih z w ay l d l iy ah n r iy l ih s t ih k,dh ah s t ao r ih l ay n ih n s ao r ah s w ay l iy ah n r ih l ih s t ih,6
3957,train/dr2/mbjv0/si1247,n ow p ow ah t r iy n ow ae r p l ey n z n ow d ae n s er z,n ow p ow ih t r iy n ow eh r p l ey n z n ow d ae n s er z,6
3958,train/dr2/mbjv0/si1877,dh ae r z n ow ch ae n s n aw ah v ao l ah v ah s g eh t ih ng ah w ey,dh er z n ow ch ae n s n aw v ao l ah v ah s g ih dh ih ng ah w ey,6
3959,train/dr7/fblv0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh eh jh er d aa r k s uw t ih ng g r iy s ih w aa r sh w aa dh er aa l y ih er,6
3960,train/dr7/fblv0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy t uw k eh r iy eh n oy ah l iy r ae g l ay k dh ae,6
3961,train/dr7/fblv0/sx158,dh ah d r ah ng k er d ih z ah s ow sh l aw t k ae s t,dh ih d r ah ng k er d ih z ah s ow sh ih l aw k ae s t,6
3962,train/dr7/fblv0/sx338,dh ah d aa r k m er k iy l ah g uw n w aw n d ah r aw n d f ao r m ay l z,dh ah d aa r k m er k iy l ih g uw n w aw n d ah r aw n d f ao r m ay l s,6
3963,train/dr7/fblv0/sx68,ah p g r ey d y uh r s t ae t ih s t uw r ih f l eh k t y uh r w eh l th,ah g r ey jh er s t ey d ih s t uw r ih f l eh ch ih r w eh l th,6
3964,train/dr7/fblv0/sx248,r iy d ih ng ih n p uh r l ay t g ih v z y uw ay s t r ey n,r iy dh iy ng ih n p ao r l ay t g ih v zh uw ay s t r ey n,6
3965,train/dr7/fblv0/sx428,ah k r ae b ch ae l ih n jh d m iy b ah t ah k w ih k s t ae b v ae n k w ih sh t hh ih m,ey k r ae ch ae l ah n jh d m iy b eh dh ih k w ih k s t ae b v ae ng k w ih sh t hh ih m,6
3966,train/dr7/fblv0/si1058,r eh d ih n ih s eh k s er s ay z ih z aa r ao l m ow s t k ah n t ih n y uw ah s,r eh d iy n ih s eh s er s ay z ih z aa r aa l m uh s t k ih n t ih n y uw ih s,6
3967,train/dr7/fblv0/si1688,s ah m th ih ng eh l s d ih s t r ae k t ih d hh ih m y eh t dh ae r w ah z n ow s aw n d ow n l iy t uw m l ay k s ay l ah n s,s ah m th ih ng eh l s z ah s t r ae t ih d hh ih m hh y eh dh ih w ih z n ow s aw n d ow n l iy t uw m l ay k s ay l n t s,6
3968,train/dr7/fblv0/si2318,d ow n t dh ey s t ih l k ao l y uw jh uw n y er ae z dh ow y uh r ah b aw t t eh n y ih r z ow l d,d ow n dh ey s t ih l k aa l y uw jh uw n y er eh z dh ow y er b ah t ih n y ih r z ow l d,6
3969,train/dr4/mbma0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae jh y er d aa r s uw ih n g r iy z iy w ao sh w ao dh er ao l y ih er,6
3970,train/dr4/mbma0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy dh ih k eh r iy ih n oy l iy r ae g l ay dh ae,6
3971,train/dr4/mbma0/sx142,hh w ih ch l ao ng aa r t ih k l w ah z ow p ey k ae n d n iy d ih d k l ae r ah f ah k ey sh ih n,hh w ih ch l ao ng aa r dh ih k l w ah z ow p ey k ih n iy dh ih k l eh er f ih k ey sh ih n,6
3972,train/dr4/mbma0/sx322,ah l eh dh er hh ae n d b ae g w uh d b iy ah s uw t ah b l g ih f t,ey l eh dh er hh ae n b ae w uh b iy ih s uw dh ah b l g ih f t,6
3973,train/dr4/mbma0/sx52,hh er k l ae s ih k l p er f ao r m ah n s g ey n d k r ih t ih k l ah k l ey m,hh er k l ae s ih k l p er f ao r m ah n s g ey n k r ih dh ih k ah l ah k l ey m,6
3974,train/dr4/mbma0/sx232,hh ih z f ey l y er t uw ow p ah n dh ah s t ao r b ay ey t k ao s t hh ih m hh ih z jh aa b,hh ih z f eh l y er t uw ow p ah n dh ah s t ao r b ay ey k ao s t ih m hh ih z jh aa,6
3975,train/dr4/mbma0/sx412,g w eh n p l ae n t ih d g r iy n b iy n z ih n hh er v eh jh t ah b l g aa r d n,g w eh n p l ae n ih d g r iy n b iy n z ih n er v eh jh t ah b l g aa r n,6
3976,train/dr4/mbma0/si592,hh uw w ao n t s dh ih s d iy d d ah n,hh uw w aa n s dh ih s d iy d ah n,6
3977,train/dr4/mbma0/si1222,ah v aw d ey th iy ih s t s ao r f r iy th ih ng k er z aa r s ow r ae r ae z t uw b iy ah k y uh r iy aa s ih t iy,ah v aw d ey th iy ih s ao r f r iy th ih ng k er z aa r s ow r eh er ih z t ah b iy ih k y er iy aa s ih dh ih,6
3978,train/dr4/mbma0/si1852,s uw n s eh d dh ah hh ae f m ae n,s uw n s eh dh ah hh ae f m ae n,6
3979,train/dr6/mbma1/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae d y er d aa k s uw ih n g r iy s ih w ao sh w ao dh ah ao l y ih ah,6
3980,train/dr6/mbma1/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy t ih k ae r iy ih n oy l iy r ae g l ay dh ae,6
3981,train/dr6/mbma1/sx54,dh ah iy s t er n k ow s t ih z ah p l ey s f ao r p y uh r p l eh zh er ae n d ih k s ay t m ah n t,dh ih iy s s ih n k ow s s ih z ih p l ey s f ah p y ao p l eh zh er ih n ih s ay m n,6
3982,train/dr6/mbma1/sx234,dh ah p ey p er b oy b ao t t uw ae p l z ae n d th r iy ay s ih z,dh ih p ey p ah b oy b ao t uw ae p l z ih n th r iy ay s ah s,6
3983,train/dr6/mbma1/sx414,ay r ih sh y ah ng s t er z iy t f r eh sh k ih p er z f ao r b r eh k f ih s t,ay r ih sh y ah ng s t ih z iy f r eh sh k ih p ih z f ah b r eh k f ah s t,6
3984,train/dr6/mbma1/sx144,dh ah w ih l ow iy w uh m ah n w ao r ah m ah s k r ae t k ow t,dh ah w ih l ih w iy w uh m ih n hh w ao r ah m ah s k r ae k ow,6
3985,train/dr6/mbma1/sx324,dh ah l ow k l d r ah g s t ao r w ah z ch aa r jh d w ih dh ih l iy g l iy d ih s p eh n s ih ng t r ae ng k w ih l ay z er z,dh ah l ow k l d r ah s t ow w ih s ch ao zh w ih iy l iy ah l iy d ih s p eh n s ih n t r ae ng k w ah l ay z ah s,6
3986,train/dr6/mbma1/si954,f er s t dh ey w ao n t ih d t uw k l ae r ah f ay ah t ae n t ah l ay z ih ng b ah z aa r ih n ih g m ah,f er s dh ey w ao n ih t ih k l ae er f ay eh t ae n t ah l ay z ih ng b ih z aa r ih n ih g m ah,6
3987,train/dr6/mbma1/si2207,ae z w iy ey t w iy t ao k t,ae z w iy ey w iy t ao t,6
3988,train/dr6/mbma1/si2214,ae n d n eh v er sh ow m ay f ey s ao r m ay t r ah k ah r aw n d hh ih r ah g eh n,eh n eh v ih sh ow m ay f ey s ah m ay t r ah k er aw n hh ih er ih g eh n,6
3989,train/dr5/fbmh0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae jh er d aa r k s uw ih n g r iy s iy w ao sh w ao dh er ao l y ih er,6
3990,train/dr5/fbmh0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s k m iy d ih k eh r iy ih n oy l ih r ae g l ay dh ae,6
3991,train/dr5/fbmh0/sx56,ae k ih d eh m ih k ae p t ih t uw d g ae r ah n t iy z y uh r d ah p l ow m ah,ae k ih d eh m ih k ae t ih t uw g eh r ih n t iy zh er d ih p l ow m ah,6
3992,train/dr5/fbmh0/sx236,k l ih r p r ah n ah n s iy ey sh ih n ih z ah p r iy sh iy ey t ih d,k l ih r p er n ah n s iy ey sh ih n ih z ah p r iy sh iy ey dh ih d,6
3993,train/dr5/fbmh0/sx416,ah hh y uw jh p aw er aw t ih jh r ae r l iy ah k er z,ah hh y uw jh p aw er aw dh ih jh r eh r l iy ih k er z,6
3994,train/dr5/fbmh0/sx146,s ih k l ih k l p r ow g r ae m z w ih l n eh v er k ah m p ay l,s ay k l ih k l p r ow g r ae m z w l n eh v er k m p ay l,6
3995,train/dr5/fbmh0/sx326,s t iy v k ah l eh k t s r ae r ae n d n aa v l k oy n z,s t iy v k ah l eh k s r eh r ih n aa v l k oy n s,6
3996,train/dr5/fbmh0/si970,w iy f l uw ih n r ih k ih t iy p l ey n z s ow ow v er l ow d ih d dh ae t w iy w ah n d er d hh w ay dh ey d ih d n t k r ae sh,w iy f l uw w ih n ah r ih k ih dh iy p l ey n s ow ow v er l ow dh ih dh eh w ih w ah n d er w ay dh ey d ih n k r ae sh,6
3997,train/dr5/fbmh0/si1136,w iy s k aw r l ih t er ah ch uh r f ao r dh eh m hh ih r w iy f ay n d s t ao r d dh ah w ih z d ah m ah v g r ey t m ay n d z,w iy s k aw er l ih dh er ch er f ih dh eh m hh ih r w iy f ay n s t ao r dh ih w ih z d ah m ah v g r ey m ay n z,6
3998,train/dr5/fbmh0/si1766,w iy hh ae v b eh t er r uw m z v ey k ih n t n aw hh iy b ae b l d,w iy hh eh v b eh dh er r uw m z v ey k ih n n aw hh iy b ae b l d,6
3999,train/dr4/fbmj0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae d y ao r d aa r k s uw t ih ng g r iy z iy w ao sh w ao dh er ao l y ih er,6
4000,train/dr4/fbmj0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy dh ih k eh r iy ih n ao l ih r ae g l ay dh ae t,6
4001,train/dr4/fbmj0/sx66,w iy g aa t d r eh n ch t f r ah m dh ah ah n ih n t er ah p t ih d r ey n,w iy g aa d r eh n ch t f r ah m dh ih ah n ih n ih r ah t ih r ey n,6
4002,train/dr4/fbmj0/sx246,hh aw ey n sh ih n t ih z dh ih s s ah b w ey eh s k ah l ey t er,hh aw ey n sh ih n ih z dh ih s ah b w ey eh s k y ih l ey dh er,6
4003,train/dr4/fbmj0/sx426,ah m ao th z ih g z ae g d ah l ao ng dh ah p ae th th r uw aa t ow z g aa r d n,ah m ao th z ih g z ae d ah l ao ng dh ah p ae th r uw ao t ow z aa r dh n,6
